131.511, 129.643, 4.590, 29.200 False
131.290, 129.643, 4.357, 29.250 False
131.081, 129.643, 4.126, 29.300 False
130.883, 129.643, 3.899, 29.350 False
130.696, 129.642, 3.684, 29.400 False
130.519, 129.642, 3.481, 29.450 False
130.352, 129.642, 3.289, 29.500 False
130.194, 129.642, 3.108, 29.550 False
130.044, 129.641, 2.937, 29.600 False
129.903, 129.641, 2.775, 29.650 False
129.769, 129.641, 2.623, 29.700 False
129.642, 129.640, 2.479, 29.750 False
129.522, 129.640, 2.343, 29.800 False
129.409, 129.640, 2.215, 29.850 False
129.302, 129.639, 2.094, 29.900 False
129.201, 129.639, 1.979, 29.950 False
129.105, 129.639, 1.871, 30.000 False
129.015, 129.638, 1.769, 30.050 False
128.929, 129.638, 1.672, 30.100 False
128.848, 129.638, 1.581, 30.150 False
128.772, 129.637, 1.495, 30.200 False
128.699, 129.637, 1.414, 30.250 False
128.631, 129.637, 1.337, 30.300 False
128.566, 129.637, 1.264, 30.350 False
128.505, 129.636, 1.195, 30.400 False
128.447, 129.636, 1.130, 30.450 False
128.392, 129.636, 1.069, 30.500 False
128.341, 129.636, 1.010, 30.550 False
128.292, 129.635, 0.956, 30.600 False
128.246, 129.635, 0.904, 30.650 False
128.202, 129.635, 0.854, 30.700 False
128.160, 129.635, 0.808, 30.750 False
128.121, 129.634, 0.764, 30.800 False
128.084, 129.634, 0.723, 30.850 False
128.049, 129.634, 0.683, 30.900 False
128.016, 129.634, 0.646, 30.950 False
127.985, 129.634, 0.611, 31.000 False
127.955, 129.633, 0.578, 31.050 False
127.927, 129.633, 0.546, 31.100 False
127.901, 129.633, 0.517, 31.150 False
127.878, 129.633, 0.419, 31.200 False
127.858, 129.632, 0.394, 31.250 False
127.841, 129.632, 0.312, 31.300 False
127.826, 129.632, 0.305, 31.350 False
127.812, 129.632, 0.264, 31.400 False
127.797, 129.632, 0.288, 31.450 False
127.778, 129.631, 0.409, 31.500 False
127.752, 129.631, 0.554, 31.550 False
127.713, 129.631, 0.780, 31.600 False
127.659, 129.631, 1.164, 31.650 False
127.587, 129.630, 1.480, 31.700 False
127.502, 129.630, 1.765, 31.750 False
127.403, 129.629, 2.033, 31.800 False
127.292, 129.628, 2.292, 31.850 False
127.168, 129.627, 2.545, 31.900 False
127.032, 129.627, 2.797, 31.950 False
126.883, 129.626, 3.047, 32.000 False
126.722, 129.625, 3.295, 32.050 False
126.549, 129.624, 3.542, 32.100 False
126.363, 129.622, 3.786, 32.150 False
126.166, 129.621, 4.023, 32.200 False
125.957, 129.620, 4.243, 32.250 False
125.739, 129.618, 4.439, 32.300 False
125.512, 129.617, 4.603, 32.350 False
125.278, 129.615, 4.731, 32.400 False
125.039, 129.614, 4.821, 32.450 False
124.797, 129.612, 4.874, 32.500 False
124.554, 129.611, 4.892, 32.550 False
124.311, 129.609, 4.880, 32.600 False
124.070, 129.607, 4.844, 32.650 False
123.831, 129.606, 4.793, 32.700 False
123.594, 129.604, 4.730, 32.750 False
123.361, 129.602, 4.662, 32.800 False
123.132, 129.601, 4.592, 32.850 False
122.905, 129.599, 4.523, 32.900 False
122.682, 129.598, 4.458, 32.950 False
122.462, 129.596, 4.397, 33.000 False
122.244, 129.595, 4.342, 33.050 False
122.029, 129.593, 4.292, 33.100 False
121.816, 129.592, 4.249, 33.150 False
121.605, 129.590, 4.209, 33.200 False
121.396, 129.589, 4.174, 33.250 False
